label,New,org_or_new
negative,"""Kapitalismen er til gavn for de fattigste. Skal folketingsvalget være et opgør med noget, så skal det være de alt for høje skatter og den alt for store offentlige sektor, vi har i Danmark""

Henrik Sørensen (K) i svar til Andsbjerg m.fl. [ikke-abon] #dkpol",1
positive,"Hvis der er en ting vi ved om fremtiden, så er det at vi får brug for at investerer i uddannelse, derfor skal vi stoppe besparelserne nu. Og vi skal udbygge velfærden og tilbyde dem der er nedslidt en værdig tilbagetrækning til folkepension. Mette F 💪#løntop19 #dkpol",1
neutral,"Onlineredaktør og kommunikationsmedarbejder i @USER: Kan du drive og videreudvikle onlinekommunikation og skabe en stemme i den offentlige debat gennem sociale medier, rapportskrivning samt pressearbejde? Læs med her: #dkjob #kforumjob",1
neutral,Virgil Abloh (@USER) om at bevæge sig væk fra musik og mode for at fokusere på sit arbejde med Ikea – via,1
negative,"Stop nu med at forsvare fascister. Må være nemt nok at være helligfranz når det ikke er DIT liv, der er truet. Gratis omgang på vores bekostning.",1
positive,"Jeg er enig i at han ikke får det optimale ud af holdet pt. Men jeg tror at David er manden.Og der kan komme en forløsning næste år.
 (den evige naive optimisme) for ellers ved jeg ikke hvem der skal trække sværdet op. For det er den samme historie om igen, med en ny træner.",1
positive,Og her sidder Paludan så og hygger sig i sofasættet med Felix i Go’ aften Danmark.,1
neutral,To direktører i Københavns Kommune får fyreseddel,1
neutral,"Bladlus, ja. Hvilken art er nok umuligt ud fra billedet. Der er ret mange sorte bladlus, og det gør det ikke lettere, at de sidder på broccoli. Så kan de jo være udenlandske 🙂",1
negative,Nu når Henriksen formentlig snart bliver arbejdsløs kunne man med fordel overveje at placere ham ved grænsen... er sikker på bare synet ville skræmme både vildsvin og flygtninge langt væk og så ville politiet have tid til at passe deres arbejde #dkpol,1
negative,"Tag ikke fejl. Det er alle andre end folk med kort eller ingen uddannelse, der bliver røvrendt her. Jeg har selv en KVU, og jeg kommer til at arbejde til jeg dør, hvis det står til 3F og socialdemokraterne. Det er brugerbetaling for uddannelse gennem højere pensionsalder.",1
positive,Nu tæller karakterkravet til gymnasiet: Skoler mærker mere motivation #uddpol #gymnasiechat #skolechat,1
neutral,siger ikke andet end det ca er 48 kg...,1
positive,Og dén kamp mod Flensburg kan I nyde på TV3 MAX fra 17.25. Det bliver sindssygt 🔥Dalmose og jeg er klar på 🎙 #hndbld,1
negative,Det er svært at bevare proportionerne kan jeg konstatere. God weekend.,1
negative,"Tak!
Vi får ALT for lidt og alt for useriøs formidling af EU-stof i lyset af, hvor meget EU efterhånden bestemmer!

#dkpol vs. #eudk
#dkmedier - Kom så igang!",1
neutral,Den her VENTETID er ROMA - den må bare ikke vinde over ! #oscarDK,1
negative,"Jeg var på EB i går, hvor der var seks artikler om familien i den øverste del af jeres side (en enkelt bag jeres betalingsmur). I vil jo ikke oplyse eller informere. I vil have klik og penge. Det er ikke empati at udstille deres sorg, private forhold m.m. for penge.",1
negative,På dagens konference om regional forsyning ag uddannelse viser fra en klar demografisk udfordring for den regionale fordeling af uddannelse. De fleste regioner kan forvente færre studerende. #uddpol,1
negative,De 118 likes må være de 118 medlemmer af LA! Dette er et udtryk for det totalte sammenbrud i det socialt bevidste menneske! 100% produktion og den evige stræben efter højere højere BNP har en vigtig sideffekt! Planetens nedbrud! Se for fanden på plastikøerne og på klimaet!,1
negative,"Enig. har bygget hele sin karriere på det ikke skal være embedsmændene der bestemmer, men politikkerne. Og nu bruger han et bestillingsarbejde om forligsjura til at gøre det sværere for Mette F. at hjælpe nedslidte danskere 😡
#dkpol #dkmedier #FV19 #POLITIKERLEDE",1
neutral,"⚽️ Der er i morgen (fredag) følgende antal #fodbold kampe, der vises direkte:

📺 3 på TV
💻 0 via Live Stream
#TV #dksport #dkbold

🔗",1
positive,Sondre Slettemark vandt Future Star-konkurrence ved VM,1
negative,Hvis jeg betalte til 3F ville jeg føle mig taget i måsen ved at mit kontigent ikke sættes ned i stedet for at bruge pengene på fodbold. Hvad hvis man er mere til en anden sport ?,1
positive,Stort tillykke til dig og Sundhedsstyrelsen :-),1
positive,"HP er tilbage ❤️❤️❤️
[LINK]",1
neutral,"Seneste topnyhed på : #nyheder Biolog var tæt på at drukne i søens pløre En 48-årig mandlig biolog fra Møn fik akut brug for hjælp, da pløret i bunden af Gyrstinge Sø ved Ringsted var ved at suge ham ned fredag formiddag.",1
negative,"Cigaretter købt i udlandet uden afgifter, og solgt af bander i DK.
Markedet bliver stort og alle der køber vil synes at afgifter er forkert.
Kriminalisering har alle dage været dårligt for borgerne i den sidste ende.
Kampagner er langt bedre.
#dkpol",1
neutral,"Jeg tror bestemt også du har ret i det behov eksisterer. Men jeg ser det lidt ligesom et ønske om Irmas sortiment men til Netto-priser. 
Det vil mange (inkl. mig selv) gerne have, men det bliver svært at finde en der kan tilfredsstille det behov på en rentabel måde",1
negative,"Omvendt kunne man sige, at det måske også er med til at bestyrke ‘alle er imod os, fordi vi fortæller sandheden’-fortællingen, som de (og deres vælgere?) dyrker.",1
positive,så er serien igang med sin sidste sæson. Jeg er begejstret. Tak til Imperial for et godt arrangement med @USER. Gæster og,1
neutral,MENY holder nytårstaffel på lørdag,1
negative,"æh, hvor er de såkaldte ""højreradikale""?

Der er ikke én voldelig demonstration fra nogen højreradikale de seneste 25 år!? nævn en?

Det er en myte, vi har en ekstrem voldelig venstrefløj, som har taget side med islamisterne, og for dem er alle ""normale"" personer højreradikale",1
negative,"Det er fint nok for mig at Bestseller bygger et tårn, men de bør tvinges til at sætte et KÆMPE tørretumbling forbudt-skilt på det, hvis de ikke snart finder ud af at fjerne de tilsvarende fra 99 % af deres tøj",1
neutral,RT @USER: I mener vi at et nyt SU-system skal geares til videreuddannelse #uddpol,1
positive,Succesfuld glasvirksomhed sprænger alle rammer: Nye bygninger skal have store glasflader,1
neutral,Han vurdere vel at det ikke er gået lang tid nok fra der er fløjtet? 🤷🏼‍♂️ Eneste forklaring...,1
negative,"Ny regering må ændre skattepolitikken. Ikke overraskende viser analyse af indkomstskattelettelser i perioden 2002-2017, at de største lettelser er gået til de rigeste, målt relativt. Samtidig flere fattige børn og social ulighed. #dkpol #ulighed #OgDetErDK",1
negative,Hvorfor og hvordan opstår den idiotiske tanke at Twitter er venstrefløjens kloak. 🤙🏽👏👍 #dkpol,1
positive,"Hvad er meningen med #Livet? 
Meningen med #Livet – det er et spørgsmål, som de fleste nok har stillet sig. Men de færreste tror, at svaret findes. Men det gør ... #Filosofi #Trending #Vidstedu",1
neutral,"Ved et par lejligheder er det lykkedes holdet at stille sig ned og bevare den defensive form og ro mod en stærk modstander (Napoli senest, ude mod Spurs, hjemme mod Chelsea). Spørgmålet er, om der, på dette tidspunkt af sæsonen, er tid/råd til at spille på modstan. præmisser.",1
neutral,"Ingen kender jo et eventuelt erstatningskrav - det er det vi skal have undersøgt og så forhandlet med bevillingshaverne. Taler du indtægter snakker vi, som sagt, 4 mia. kr. årligt fra 2030 og frem",1
negative,Fælles for alle systemer er dog deres manglende hensyn til planeten og dens begrænsninger. Og det er NETOP pga vores “hungren” efter vækst.,1
neutral,"Bidrager til dagens forsidehistorie i om at #dkpol skal passe på med at pille ved Velfærdsforliget. Det er meget dyrere for #dkøko at slække på løft af pensionsalder end at lave særordninger for et mindretal af nedslidte til fx 3 mia. kr.
",1
positive,"Det er det, men det er bare det der genpres om ikke det ender med man så varmer bolden, fordi der skal jo maks gå fem afleveringer så skal der skydes :D",1
positive,"Video: Hvad ved vi om ghettoer, integraton og ikke-vestlige personer? ifølge vores taler ser det bedre ud end man tror #dkpol #integration #indvandring",1
neutral,"Afbrændingsforbud er ikke varsler, og de er derfor ikke med i app'en, som er forbeholdt det akutte. Vi arbejder fint sammen med de kommunale brandvæsener, som jo er dem, der udsteder afbrændingsforbud. Men der er ikke nogle for tiden.",1
positive,"Virkelig godt tænkt, hvis hvide løgne endelig skulle være ok, så må det være sådan. I en tættere relation er det no-go.",1
negative,Håb er irrelevant. Ville gerne - under andre omstændigheder - have beholdt ham. Men jeg tror der er for meget der taler (for) tungt imod han bliver (økonomi + hans eget ønsker ift Zorniger nu er væk). Havde han været en lottokupon på en billig kontrakt havde det været anderledes,1
neutral,Aarestrup. Og Suzanne Brøgger.,1
neutral,"RT @USER: En tråd der forklarer, hvorfor det er nær umuligt at slukke branden i #NotreDame",1
positive,"Startskuddet til #SkillsDenmark - DM i Skills 2019 lød i Næstved i dag, og administrerende direktør Jacob Holbraad var med for at sætte fokus på, hvor vigtigt det er, at flere unge vælger en erhvervsuddannelse. #EUD #uddpol #dkpol #arbejde
[LINK]",1
neutral,Jeg kunne rigtig godt tænke mig at høre holdninger til denne artikel! Kom med jeres bud. #dkpol,1
negative,"Slam! 
1. Fattigdom er ikke en kreativ alternativ måde at leve på
2. Det er ikke et spændende Zen-øjeblik at være fattig
3. Fattigdom er ikke at have back-up
4. Fattigdom er ikke at have valg
5. Fattigdom er ikke at have muligheder
6. Fattigdom er ikke en personlighedsbrist",1
positive,"Peter Rudbæk førte så tæt på guld som man kan komme. Det er 23 år siden, men vi snakker stadig om det den dag i dag, så derfor har vi fået os en god snak med hovedpersonen omkring den smukke tid i 90'erne.

#KSDH #ultratwitteragf

[LINK]",1
negative,Paludan og hans vælgere er hverken rasicster eller dumme de er realister der er bekymret for deres lands fremtid. Hvis der er nogen der er dum så er det da folk som dig som ikke kan se situationen fra andre synsvinkler end din egen.,1
neutral,"Kan se du er bekymret for stor udskiftningen i truppen. Tror dog det er nødvendigt, vi er vel stadig ikke med i mesterskabskampen, om vi henter de 3-4 spillere vi snakker om.",1
positive,"Dit flag har til gengæld intet at gøre på nogle tribuner uanset hvad :-) det er fodbold det her ikke politik eller andet gejl, men du fik da dine 15 minutters fame ;-)",1
neutral,Hobro må undvære forsvarsklippe i første skæbnekamp,1
negative,"Den er jeg med på. Men det er jo til enhver tid et valg fra køber og sælgers side, at det ender med at være et lyserødt fake armbind med et tvivlsomt budskab.",1
neutral,Det er vel et spørgsmål om smag.,1
negative,Nationalmuseets skib skulle have været autentisk under dæk: Det bliver det ikke #sydfyn #fynsamtsavis,1
negative,"Danmark er låst fast på katastrofekurs”Et indvandrerkritisk medie som 24NYT bør anerkende de politiske resultater, som DF hidtil har opnået”, skriver Martin Henriksen (DF) i sin klumme. ”Det skuffer mig at læse i 24NYT, at det lave asyltal er blår i øjnene på danskerne. Et ind...",1
neutral,"Fredsbesættelsen er et begreb, der blev opfundet og udviklet til lejligheden af folkeretseksperten Erik Brüel i tæt samarbejde med Udenrigsministeriet som en måde at skabe en normaliseret folkeretlig ramme om det dansk-tyske forhold på i 1940-43.",1
neutral,"Skal iøvrigt sælge denne Spark Digital mikrofon (kan tilsluttes iPhone). Så hvis du skal i gang med podcast eller noget. 
Pris 800,-",1
negative,"Er de nedslidte på baggrund af helt konkrete kriterier, så får de noget ud af regeringens aftale. Men selvfølgelig er det også nemmere ikke at blive konkret.",1
neutral,"Ja, det er som regel en kasserer eller lokalformand, der underskriver og indsender blanketterne med info om donationerne.",1
positive,"Godt at høre, det ikke udgår helt. Blev sgu da lige bange :D",1
positive,Spaniere vilde med uddannelse i Viborg (Dette er en plus-artikel),1
neutral,Farlig og glemt konflikt uden for Indien og Pakistan får stormagterne til at skærpe deres politik i området.[LINK],1
neutral,Haha. Jeg anser ikke mig selv for at tilhøre en fløj. Empati og sympati bør være noget ganske apolitisk efter min helt personlige mening (selv om den offentlige debat nogle gange er sort/hvid hvad det angår). 😶,1
neutral,"Jeg er ikke valgekspert, så andre må udlægge, hvad vi kan bruge de unges valg til som rettesnor for noget som helst. Jeg konstaterer bare, at ifølge de unge er de Konservative over 50 pct. større end DF.
#dkpol",1
neutral,"Det tegner til en tur i brummen. 
#dkbiz 
[LINK]",1
negative,"Godt nok et diskvalificerende tweet, Niels. Adskil avisens kritiske journalistik og holdningsbårne ledere. Svært at beskylde (Cavling i 16 for afsløring af manipulation i landbrugspakken) for at tækkes Venstre. Vi mangler at se Pio gå hårdt til S når det er fortjent.",1
negative,"Klokken er 8, og det er derby-dag. Lige nu plejer jeg at ligge i fosterstilling og ryste af nervøsitet. Det gør jeg ikke - havde ikke engang nerver på i går, og dèt bekymrer mig! 😕 #fcklive #biffck #sldk",1
negative,"
Hvis der er begået ulovlige handlinger skal de implicerede straffes.
Immunitet i det offentlige er gift for retssikkerheden i landet.
#dkpol",1
negative,"Det gør han heller ikke. Hvis du faktisk interesserede dig for baggrunden for den flyer, så ville du også have kendskab til det, skriver. Men det er selvfølgelig meget sjovere at tage tingene ud af kontekst. Idiot.",1
neutral,"Når folk der tror på islam trækker offerkortet, er det nok fordi de faktisk HAR været ofre i #dkpol og #dkmedier igennem de sidste 25 år. Vi bør alle være på vagt overfor strømninger, hvor befolkningsgrupper lægges for had og bliver gjort til skyldige i alle mulige problemer.",1
