text,text_paraphrase,semantic_similarity,label,text_paraphrase_clean,old_length,new_length
Lyt med kl 16.30 i om den nye energistatistik som viser en klar stigning i CO2 udslippet. #dkenergi #dkgreen #dkpol,"Ønsker du at vide mere om de seneste energestatistikker, der viser en stigning i CO2-udslip? Tjek kl. 16:30 for det seneste #dkenergi #dkgreen #dkpol<|im_end|>",0.876181,neutral,"Ønsker du at vide mere om de seneste energestatistikker, der viser en stigning i CO2-udslip? Tjek kl. 16:30 for det seneste #dkenergi #dkgreen #dkpol",115,149
Landmænd står i kø: Nye miljøregler kan lette presset på dem,Bondegårde venter i række: Nye miljøforhold kan mindskes trykket på dem<|im_end|>,0.7662928,neutral,Bondegårde venter i række: Nye miljøforhold kan mindskes trykket på dem,60,71
"Du må buhe alt det, du vil!","Ønsker du at jeg skal hjælpe dig med noget bestemt, eller er der noget andet, du ønsker at snakke om?<|im_end|>",0.52997506,neutral,"Ønsker du at jeg skal hjælpe dig med noget bestemt, eller er der noget andet, du ønsker at snakke om?",27,101
"Det hollandske mandskab med Annika Langvad og Amalie Dideriksen kaster sig ind i kampen mod brystkræft, når Amstel Gold Race løber af stablen.",Østrigsk mesterparret Annika Langvad og Amalie Dideriksen fra det hollandske hold vil kæmpe mod brystkræft under Amstel Gold Race.<|im_end|>,0.8521887,positive,Østrigsk mesterparret Annika Langvad og Amalie Dideriksen fra det hollandske hold vil kæmpe mod brystkræft under Amstel Gold Race.,142,130
"Hvad skal vi med feminisme? Det er Rockefellers plan at destabilisere familier, beskatte flere indkomster, statslig hjernevask af børn, mange aborter. Manden bliver overflødig som forsørger. Resultatet bliver afbefolkning, flere indtægter, enlige forældre er lettere at manipulere","Men hvad synes du om feminismen? Planen fra Rockefeller har til formål at udslette familier, øge skatten på flere indtægter, statslig tvangsdåb af børn og mange aborts. Manden bliver overflødig som forsyning. Resultatet er mindre folk, flere indkomster og enklere at manipulere endnu enlige forældre<|im_end|>",0.94687766,negative,"Men hvad synes du om feminismen? Planen fra Rockefeller har til formål at udslette familier, øge skatten på flere indtægter, statslig tvangsdåb af børn og mange aborts. Manden bliver overflødig som forsyning. Resultatet er mindre folk, flere indkomster og enklere at manipulere endnu enlige forældre",280,299
Grouleff Communications: Opplev morgendagens elektronikk i Herning i Danmark,"Øjeblikkelig optage af elektronikken i morgen, en forevisning i Herning, Danmark.<|im_end|>",0.76610947,positive,"Øjeblikkelig optage af elektronikken i morgen, en forevisning i Herning, Danmark.",76,81
"Du vil ikke forstå pointen. Det er fair nok, måske er kultur forskellen for stor. Glæder mig til imorgen 😉","Åh ja, det var jo naturligvis et skuffende resultat. Det er sandsynligvis grundet kulturelle forskelle at vi ikke har forstået hinanden helt. Men jeg ser frem til i dag og håber at vi kan finde fælles forståelse.<|im_end|>",0.60991466,negative,"Åh ja, det var jo naturligvis et skuffende resultat. Det er sandsynligvis grundet kulturelle forskelle at vi ikke har forstået hinanden helt. Men jeg ser frem til i dag og håber at vi kan finde fælles forståelse.",106,212
Yes! 3 x Årets Pressefoto til DMJX-studerende her til eftermiddag. Det blev til yderligere to 2.-priser i de 15 kategorier 💪🏻💪🏻💪🏻💪🏻💪🏻 #dmjx #dkmedier #ÅP18 #phudd,3 DMJX-studerende får priser for Årets Pressefoto i dag. Derudover modtager yderligere to studerende 2.-priser i de 15 kategorier ved #ÅP18-udtagelsen #dkmedier<|im_end|>,0.8700576,positive,3 DMJX-studerende får priser for Årets Pressefoto i dag. Derudover modtager yderligere to studerende 2.-priser i de 15 kategorier ved #ÅP18-udtagelsen #dkmedier,162,160
At der skal være plads til udemokratiske religiøse nazister foran landets parlament siger alt om den seneste generation af landsforræderiske politikere #dkpol #TagDanmarkTilbage #islam,"Ægte udemokratiske religiøse nazister bør ikke have plads foran landets parlament, og det skal være en klar signal fra samfundet. Seneste generation af landsforræderiske politikere bør stå frem for at kæmpe imod dette fenomens fremvækst #dkpol #TagDanmarkTilbage #islam<|im_end|>",0.9427314,negative,"Ægte udemokratiske religiøse nazister bør ikke have plads foran landets parlament, og det skal være en klar signal fra samfundet. Seneste generation af landsforræderiske politikere bør stå frem for at kæmpe imod dette fenomens fremvækst #dkpol #TagDanmarkTilbage #islam",184,269
Kvinde fundet dræbt i Randers - formodet gerningsmand anholdt og sigtet for knivdrab," En kvinde blev fundet dræbt i Randers, og politiet har anholdt og sigtet en mand for knivmordet. 
    <|im_end|>",0.94299346,negative," En kvinde blev fundet dræbt i Randers, og politiet har anholdt og sigtet en mand for knivmordet. 
    ",84,103
Stærk liveblog! Mere af det 👍😊, En underholdende og informative liveblog - godt arbejde!🤓👍<|im_end|>,0.87935585,positive, En underholdende og informative liveblog - godt arbejde!🤓👍,30,59
"Og her har det været efterkommere, som ikke har lagt mærke til fejlen (et K der var blevet til et C). Den største udfordring bliver familiens slægtsforskers ... (psst @USER)"," og det har været efterkommere, der ikke har opdaget fejlen. Familiens slægtsforskere står nu overfor en udfordring, som kræver tætte observationer og nøjagtige rekonstruktioner af familietræets historie.<|im_end|>",0.82032764,neutral," og det har været efterkommere, der ikke har opdaget fejlen. Familiens slægtsforskere står nu overfor en udfordring, som kræver tætte observationer og nøjagtige rekonstruktioner af familietræets historie.",173,204
Hvordan vil Mette F. tømre rød blok sammen igen. Måske skal der ydes et offer #dkpol,Ær det nødvendigt at lade Mette F. tømre rød blok sammen? Kan vi ikke søge efter fælles løsninger i stedet for at kræve opgivelse? #dkpol<|im_end|>,0.7762841,neutral,Ær det nødvendigt at lade Mette F. tømre rød blok sammen? Kan vi ikke søge efter fælles løsninger i stedet for at kræve opgivelse? #dkpol,84,137
"Hvad er der galt med de gode gamle ord bortførelse/bortført, som vist er mere præcise end kidnapping i den norske sag hvor den “kidnappede” er 68 år.","Øjeblikkeligt kan vi se, at bortførelse/bortført er en mere præcis betegnelse for den begivenhed i den norske sag, hvor den ""kidnappede"" er 68 år.<|im_end|>",0.8499007,neutral,"Øjeblikkeligt kan vi se, at bortførelse/bortført er en mere præcis betegnelse for den begivenhed i den norske sag, hvor den ""kidnappede"" er 68 år.",149,146
"I anledning af #1maj støtter jeg endnu engang kampen imod #ulovliglogning.

#dkpol","igen støtter jeg #1maj-kampen mod #ulovliglogning, og ønsker at fremme retsstatens principper i Danmark.

#dkpol<|im_end|>",0.7270522,positive,"igen støtter jeg #1maj-kampen mod #ulovliglogning, og ønsker at fremme retsstatens principper i Danmark.

#dkpol",82,112
"Konflikten mellem DBU og herrelandsholdet kostede iflg DBUs årsregnskab unionen mellem 10 og 12 mio kr, skriver Ritzau.","Årets stridigheder mellem DBU og Danmarks herrelandshold førte iflg. DBU's årsregnskab til en unionseksakt mellem 10-12 millioner kroner, skriver Ritzau.<|im_end|>",0.8551531,neutral,"Årets stridigheder mellem DBU og Danmarks herrelandshold førte iflg. DBU's årsregnskab til en unionseksakt mellem 10-12 millioner kroner, skriver Ritzau.",119,153
"Bladlus, ja. Hvilken art er nok umuligt ud fra billedet. Der er ret mange sorte bladlus, og det gør det ikke lettere, at de sidder på broccoli. Så kan de jo være udenlandske 🙂","Ær du søgt efter at identificere en bladlus i billedet? Der findes mange forskellige arter, men det er svært at fastslå den præcise art uden at se på nærmere detaljer. Mange bladluser er sorte, og de kan også forekomme på forskellige grøntsager, herunder broccoli. Det er muligt, at de er udlændinge.<|im_end|>",0.76381785,neutral,"Ær du søgt efter at identificere en bladlus i billedet? Der findes mange forskellige arter, men det er svært at fastslå den præcise art uden at se på nærmere detaljer. Mange bladluser er sorte, og de kan også forekomme på forskellige grøntsager, herunder broccoli. Det er muligt, at de er udlændinge.",175,300
"Jeg var på EB i går, hvor der var seks artikler om familien i den øverste del af jeres side (en enkelt bag jeres betalingsmur). I vil jo ikke oplyse eller informere. I vil have klik og penge. Det er ikke empati at udstille deres sorg, private forhold m.m. for penge.","Yesterday, I attended a board meeting where six articles about families were featured in the upper part of your page (one behind your paywall). I will not inform or educate. I want clicks and money. It is not empathy to expose their grief, private matters, etc. for money.<|im_end|>",0.873435,negative,"Yesterday, I attended a board meeting where six articles about families were featured in the upper part of your page (one behind your paywall). I will not inform or educate. I want clicks and money. It is not empathy to expose their grief, private matters, etc. for money.",266,272
"Det er sådan nogle spil, der fører til regelændringer. Holy shit en fejl."," Nogle spil får folk til at ændre reglerne. Hej, det var bare en fejl.<|im_end|>",0.9210582,negative," Nogle spil får folk til at ændre reglerne. Hej, det var bare en fejl.",73,70
RT @USER: Olieindustrien bruger milliarder på at obstruere den globale klimapolitik #dkgreen,Økonomien bag olieindustrien investerer milliarder i at forsøme den globale klimapolitik. #dkgreen<|im_end|>,0.88901424,negative,Økonomien bag olieindustrien investerer milliarder i at forsøme den globale klimapolitik. #dkgreen,92,98
"Jeg er stolt over alle de danskere jeg kender, som aktivt yder regeringen modstand og insisterer på værdier som tolerance, åbenhed, sammenhold og frihed.

Der er ikke noget i det politiske system jeg er stolt over."," Jeg ærer alle dem, der modstander regeringen og forsvarer værdier som åbenhed og frihed. Men det politiske system, vi har, er ikke noget jeg er stolt over.<|im_end|>",0.67961353,neutral," Jeg ærer alle dem, der modstander regeringen og forsvarer værdier som åbenhed og frihed. Men det politiske system, vi har, er ikke noget jeg er stolt over.",214,156
Ikke lutheranere. Vi er tilgivet det hele på forhånd. Handlinger gør hverken fra eller til. Troen og dåben gør,"Vi accepter alle, uanset religion. Vi tror, at handlinger ikke definerer en persons værdi. Tro og dåb er vigtige, men ikke afgørende<|im_end|>",0.63647467,neutral,"Vi accepter alle, uanset religion. Vi tror, at handlinger ikke definerer en persons værdi. Tro og dåb er vigtige, men ikke afgørende",110,132
Artikel: Serie A-debat: Spændende spot mellem top og bund: ons. 24. apr. 2019 kl. 14:30 Serie A-debat: Spændende spot mellem top og bund Kommentarer: 0 Fra Degnovic   Det øverste af toppen og det nederste af bunden synes afgjort i… #betxpert #betdk #pldk,"Artikel: Serie A-debat: En spændende kamp mellem de høje og de lave. Oprettet den 24. april 2019, kl. 14:30. Serie A-debat: Spændende konfrontation imellem topperne og bundfætterne. Discussions: 0. Fragt fra Degnovic. #betxpert #betdk #pldk<|im_end|>",0.8260535,neutral,"Artikel: Serie A-debat: En spændende kamp mellem de høje og de lave. Oprettet den 24. april 2019, kl. 14:30. Serie A-debat: Spændende konfrontation imellem topperne og bundfætterne. Discussions: 0. Fragt fra Degnovic. #betxpert #betdk #pldk",254,240
"Jeg forstår det ikke helt. Når man er trængt, må man først og fremmest tænke og agere klogt, mener jeg. Er det ikke nok, ja så ender det måske med, man går amok. Nogle gør i hvert fald."," Det er vist at nød og ubehag kan føre til irrationelle beslutninger. Men det er vigtigt at tage tid til at overveje alle muligheder før man handler. At gå amok vil ikke løse problemerne, men derimod skabe nye.<|im_end|>",0.75036895,neutral," Det er vist at nød og ubehag kan føre til irrationelle beslutninger. Men det er vigtigt at tage tid til at overveje alle muligheder før man handler. At gå amok vil ikke løse problemerne, men derimod skabe nye.",185,210
"“problemet er at børn ikke har en fremtid i Danmark” 

...så imens behøves vi ikke behandle børnene ordenligt 

Systemskifte jatak #dkpol"," ""Problemet er, at børnene ikke har en fremtid i Danmark"" - så imens behøver vi ikke sætte os ind for deres ret 

En skift i systemet: jatak #dkpol<|im_end|>",0.9488416,negative," ""Problemet er, at børnene ikke har en fremtid i Danmark"" - så imens behøver vi ikke sætte os ind for deres ret 

En skift i systemet: jatak #dkpol",137,147
Det vil sige at laveste fællesnævner hermed er dem det laver balladen.,"Øjeblikket vil vi dermed have de laveste fællesnævner som lavede balladen.
    <|im_end|>",0.7862966,negative,"Øjeblikket vil vi dermed have de laveste fællesnævner som lavede balladen.
    ",70,79
Genialt! Se tweet #2 for den optiske illusion som katten kikker på. 🐍 🐈,"🤓Fremragende, se igen tweet nummer to for at få vist den optiske illusion, som katten blikker på. Her er en lignende skitse:🐍🐈 <|im_end|>",0.94759417,positive,"🤓Fremragende, se igen tweet nummer to for at få vist den optiske illusion, som katten blikker på. Her er en lignende skitse:🐍🐈 ",71,127
"Beslutninger skal træffes så tæt på borgerne som muligt. Fordi lokalt og regionalt kendskab er vigtigt. Det stik modsatte ser vi her, hvor man vil flytte miljøindsatsen fra regionerne til statslige embedsmænd i Miljøstyrelsen. Klokkeklar #centralisering! #dkpol #dkibalance","Økonomiske beslutninger bør træffes så tæt på borgerne som muligt, fordi lokal k",0.6644507,negative,"Økonomiske beslutninger bør træffes så tæt på borgerne som muligt, fordi lokal k",273,80
"S er de eneste, der trækker vælgere henover midten og dermed sikrer er nyt flertal. SF har ikke - efter min mening klogeligt - ultimative krav. Lad nu vælgerne tale, os så dannes der er en regering efter et valg. Det er absurd med alle de krav i øst og i vest."," Det vil sige at ingen anden end de to store parti kunne danne flertal i Folketinget, hvis man ser på dette. SF har ikke - som jeg tror rationelt - nogen absolut værdigrundlag for deres krav. Lad os se, hvad vælgerne vil sige, og derefter danne en regering efter valget. Det er absurd med alle disse krav fra øst og vest.<|im_end|>",0.85760725,positive," Det vil sige at ingen anden end de to store parti kunne danne flertal i Folketinget, hvis man ser på dette. SF har ikke - som jeg tror rationelt - nogen absolut værdigrundlag for deres krav. Lad os se, hvad vælgerne vil sige, og derefter danne en regering efter valget. Det er absurd med alle disse krav fra øst og vest.",260,321
